ID,sex,age,occupations
9196,1,85,15
9197,1,52,14
9198,0,48,14
9199,0,16,-1
9200,0,41,14
9201,0,48,14
9202,1,58,1
9203,0,4,-1
9204,1,26,14
9205,0,32,14
9206,1,63,16
9207,0,77,14
9208,1,53,0
9209,1,34,2
9210,0,2,-1
9211,0,18,-1
9212,0,62,2
9213,1,48,12
9214,1,1,-1
9215,1,37,14
9216,0,12,-1
9217,1,51,18
9218,1,11,-1
9219,0,72,21
9220,1,37,16
9221,1,11,-1
9222,0,25,15
9223,0,9,-1
9224,1,39,12
9225,1,36,14
9226,1,24,0
9227,0,21,12
9228,0,39,12
9229,0,45,13
9230,0,36,18
9231,1,40,19
9232,0,34,1
9233,1,62,2
9234,0,70,7
9235,0,42,20
9236,0,46,12
9237,1,42,14
9238,0,48,2
9239,0,55,20
9240,1,23,20
9241,1,47,3
9242,0,44,14
9243,0,7,-1
9244,1,64,0
9245,0,44,0
9246,1,44,1
9247,1,47,21
9248,0,19,14
9249,0,19,15
9250,0,44,14
9251,0,14,-1
9252,0,25,14
9253,0,12,-1
9254,1,50,1
9255,0,6,-1
9256,1,43,1
9257,1,47,21
9258,1,31,18
9259,0,51,13
9260,0,52,0
9261,1,24,20
9262,1,34,14
9263,1,24,9
9264,1,52,12
9265,1,25,2
9266,0,41,2
9267,1,28,2
9268,0,82,7
9269,0,60,2
9270,0,32,12
9271,1,44,14
9272,1,4,-1
9273,1,92,12
9274,0,35,2
9275,0,6,-1
9276,0,64,1
9277,0,59,12
9278,0,26,1
9279,0,5,-1
9280,1,31,14
9281,0,55,21
9282,1,39,14
9283,1,21,6
9284,0,46,21
9285,1,31,1
9286,0,36,1
9287,1,58,12
9288,1,47,12
9289,0,30,1
9290,0,6,-1
9291,0,47,21
9292,1,84,21
9293,1,69,16
9294,1,18,-1
9295,1,33,14
9296,1,28,0
9297,0,35,12
9298,0,38,1
9299,1,82,14
9300,0,59,7
9301,1,96,2
9302,1,33,12
9303,0,27,12
9304,1,54,2
9305,1,34,12
9306,1,65,2
9307,1,10,-1
9308,1,44,0
9309,0,48,16
9310,0,3,-1
9311,1,20,7
9312,0,9,-1
9313,1,12,-1
9314,1,36,14
9315,0,43,18
9316,0,76,15
9317,0,7,-1
9318,1,22,14
9319,0,53,13
9320,0,59,18
9321,1,55,14
9322,1,37,21
9323,0,1,-1
9324,0,19,21
9325,0,59,12
9326,1,18,-1
9327,0,26,14
9328,1,38,0
9329,0,64,1
9330,0,22,21
9331,1,76,2
9332,0,55,14
9333,1,15,-1
9334,0,27,18
9335,1,79,16
9336,0,28,13
9337,0,49,18
9338,1,39,21
9339,1,34,21
9340,0,20,0
9341,0,11,-1
9342,0,12,-1
9343,1,12,-1
9344,1,36,14
9345,0,26,2
9346,0,26,2
9347,0,13,-1
9348,1,31,13
9349,0,28,1
9350,1,58,7
9351,1,29,14
9352,0,72,20
9353,1,23,1
9354,0,60,1
9355,0,78,20
9356,0,9,-1
9357,1,10,-1
9358,1,63,12
9359,1,62,21
9360,1,45,12
9361,0,17,-1
9362,1,49,15
9363,1,71,12
9364,1,36,11
9365,1,35,1
9366,1,33,21
9367,1,64,14
9368,0,22,14
9369,1,4,-1
9370,0,55,9
9371,1,49,2
9372,1,69,1
9373,0,32,2
9374,0,38,0
9375,0,27,12
9376,1,45,14
9377,1,49,2
9378,0,9,-1
9379,0,45,20
9380,1,17,-1
9381,1,40,2
9382,0,19,0
9383,1,23,12
9384,1,26,15
9385,0,55,3
9386,0,25,18
9387,1,39,20
9388,1,55,12
9389,1,55,21
9390,1,72,13
9391,0,20,1
9392,0,31,1
9393,1,26,2
9394,1,54,20
9395,1,56,9
9396,0,3,-1
9397,0,54,1
9398,1,30,12
9399,0,10,-1
9400,0,44,2
9401,0,10,-1
9402,0,2,-1
9403,1,23,12
9404,1,18,-1
9405,0,60,21
9406,1,65,20
9407,0,31,15
9408,1,46,8
9409,1,43,2
9410,1,10,-1
9411,0,39,14
9412,1,16,-1
9413,1,30,16
9414,0,30,18
9415,0,60,2
9416,0,88,18
9417,1,42,12
9418,0,6,-1
9419,0,15,-1
9420,1,37,0
9421,1,4,-1
9422,1,45,2
9423,0,31,14
9424,0,33,12
9425,1,41,2
9426,1,77,19
9427,0,19,14
9428,1,43,21
9429,1,64,12
9430,1,18,-1
9431,0,23,9
9432,1,9,-1
9433,1,33,14
9434,0,39,12
9435,1,25,14
9436,0,88,15
9437,0,92,15
9438,0,43,6
9439,1,19,0
9440,1,45,7
9441,1,23,14
9442,0,48,12
9443,0,60,12
9444,0,10,-1
9445,0,35,12
9446,1,57,2
9447,1,1,-1
9448,1,41,12
9449,1,62,0
9450,1,65,14
9451,0,24,14
9452,1,51,12
9453,0,8,-1
9454,1,20,2
9455,0,64,16
9456,1,36,14
9457,0,57,21
9458,1,40,6
9459,1,49,14
9460,0,16,-1
9461,0,7,-1
9462,0,6,-1
9463,1,56,15
9464,0,5,-1
9465,0,43,1
9466,0,6,-1
9467,0,60,12
9468,1,32,12
9469,1,7,-1
9470,0,57,14
9471,1,3,-1
9472,0,61,14
9473,0,80,2
9474,0,15,-1
9475,1,39,12
9476,0,44,12
9477,1,11,-1
9478,1,53,9
9479,1,51,1
9480,0,35,7
9481,0,21,2
9482,0,40,14
9483,1,26,2
9484,0,45,2
9485,1,11,-1
9486,0,64,14
9487,0,66,3
9488,1,36,14
9489,0,8,-1
9490,0,52,12
9491,0,51,1
9492,1,35,14
9493,0,2,-1
9494,1,49,18
9495,0,34,1
9496,1,56,15
9497,1,53,0
9498,0,37,4
9499,0,16,-1
9500,0,4,-1
9501,1,52,2
9502,1,34,9
9503,0,3,-1
9504,0,35,2
9505,1,33,0
9506,1,42,1
9507,0,56,12
9508,1,36,18
9509,0,28,12
9510,1,51,16
9511,1,10,-1
9512,0,25,2
9513,1,3,-1
9514,0,66,2
9515,0,31,12
9516,1,52,14
9517,1,13,-1
9518,1,19,20
9519,1,10,-1
9520,1,52,1
9521,1,45,9
9522,0,32,20
9523,1,46,14
9524,0,41,1
9525,0,23,14
9526,1,8,-1
9527,1,56,2
9528,0,10,-1
9529,1,36,0
9530,1,59,18
9531,1,26,20
9532,1,22,14
9533,0,30,2
9534,0,23,11
9535,0,57,1
9536,1,35,14
9537,0,61,18
9538,1,61,14
9539,1,35,16
9540,1,73,14
9541,1,49,18
9542,1,68,19
9543,1,21,14
9544,0,43,5
9545,1,48,14
9546,1,11,-1
9547,1,6,-1
9548,1,47,12
9549,0,4,-1
9550,0,46,1
9551,0,69,20
9552,0,63,14
9553,0,60,14
9554,1,35,12
9555,0,11,-1
9556,1,3,-1
9557,0,19,12
9558,1,30,14
9559,0,64,2
9560,0,22,9
9561,1,32,2
9562,1,26,11
9563,1,61,19
9564,0,32,13
9565,0,54,21
9566,0,63,0
9567,1,5,-1
9568,1,54,16
9569,1,8,-1
9570,0,57,14
9571,0,67,2
9572,0,26,21
9573,1,75,7
9574,1,52,1
9575,0,35,14
9576,1,5,-1
9577,1,27,21
9578,0,14,-1
9579,1,25,19
9580,0,37,14
9581,0,56,2
9582,0,54,1
9583,1,8,-1
9584,1,48,0
9585,1,17,-1
9586,0,5,-1
9587,1,1,-1
9588,0,60,2
9589,1,5,-1
9590,0,57,1
9591,1,21,14
9592,1,30,16
9593,1,2,-1
9594,0,26,21
9595,1,40,21
9596,1,24,12
9597,0,57,14
9598,1,17,-1
9599,1,20,21
9600,0,30,12
9601,1,29,12
9602,1,19,18
9603,0,81,16
9604,0,55,12
9605,1,38,20
9606,0,30,1
9607,1,4,-1
9608,0,17,-1
9609,1,31,12
9610,1,46,7
9611,1,48,14
9612,1,11,-1
9613,0,56,1
9614,0,38,8
9615,0,33,14
9616,1,47,17
9617,1,22,12
9618,1,30,21
9619,0,56,13
9620,0,25,14
9621,0,27,12
9622,1,2,-1
9623,0,77,21
9624,1,37,14
9625,0,9,-1
9626,1,30,9
9627,1,31,14
9628,1,30,12
9629,0,29,12
9630,1,23,14
9631,0,33,15
9632,1,53,12
9633,0,62,21
9634,0,40,12
9635,0,62,1
9636,1,38,12
9637,0,49,14
9638,0,36,14
9639,1,37,14
9640,0,45,12
9641,1,23,20
9642,0,61,14
9643,1,80,21
9644,0,38,18
9645,1,20,14
9646,1,59,12
9647,1,13,-1
9648,0,25,12
9649,0,37,14
9650,1,49,16
9651,1,61,14
9652,0,58,12
9653,0,40,18
9654,0,70,14
9655,0,5,-1
9656,1,56,16
9657,1,27,16
9658,0,66,2
9659,1,18,-1
9660,0,39,12
9661,1,19,6
9662,0,3,-1
9663,1,16,-1
9664,0,40,20
9665,0,39,12
9666,0,0,-1
9667,1,24,2
9668,1,9,-1
9669,0,22,1
9670,1,18,-1
9671,0,11,-1
9672,1,25,2
9673,0,45,12
9674,0,17,-1
9675,1,12,-1
9676,1,3,-1
9677,1,35,12
9678,0,18,-1
9679,1,24,12
9680,0,29,21
9681,0,15,-1
9682,1,31,9
9683,1,69,11
9684,1,67,2
9685,0,41,16
9686,1,40,18
9687,0,49,15
9688,1,22,0
9689,1,31,12
9690,0,38,12
9691,0,30,16
9692,1,40,14
9693,1,69,14
9694,1,36,12
9695,1,36,15
9696,1,25,11
9697,0,79,6
9698,0,11,-1
9699,0,45,6
9700,0,75,21
9701,1,47,21
9702,1,49,21
9703,0,69,2
9704,0,86,1
9705,0,68,15
9706,1,38,0
9707,0,36,12
9708,0,77,20
9709,0,2,-1
9710,0,57,21
9711,1,78,14
9712,1,20,12
9713,1,55,14
9714,1,67,14
9715,1,62,1
9716,1,44,21
9717,0,30,15
9718,0,59,12
9719,1,10,-1
9720,0,42,8
9721,0,10,-1
9722,0,64,14
9723,0,47,2
9724,1,21,12
9725,0,70,12
9726,0,40,15
9727,1,43,9
9728,1,31,2
9729,0,6,-1
9730,1,81,14
9731,0,35,0
9732,0,41,1
9733,1,20,19
9734,1,63,14
9735,1,27,15
9736,1,23,12
9737,0,66,18
9738,1,36,14
9739,0,50,21
9740,0,58,1
9741,0,58,18
9742,0,26,16
9743,0,24,12
9744,1,71,5
9745,1,59,1
9746,0,71,0
9747,1,69,1
9748,0,1,-1
9749,0,31,12
9750,0,60,21
9751,0,30,2
9752,0,59,2
9753,1,83,1
9754,1,43,2
9755,1,27,0
9756,0,7,-1
9757,0,52,12
9758,1,8,-1
9759,1,35,0
9760,1,75,14
9761,1,14,-1
9762,1,47,9
9763,1,50,12
9764,0,49,14
9765,0,33,0
9766,0,22,1
9767,1,59,14
9768,1,31,9
9769,1,24,2
9770,0,58,12
9771,1,45,14
9772,0,79,0
9773,0,45,21
9774,0,70,14
9775,1,42,14
9776,0,64,21
9777,0,32,20
9778,1,9,-1
9779,0,30,19
9780,0,17,-1
9781,0,50,12
9782,1,46,0
9783,0,14,-1
9784,1,44,12
9785,1,28,14
9786,1,77,16
9787,1,52,12
9788,1,12,-1
9789,1,58,9
9790,0,87,13
9791,1,37,12
9792,0,25,2
9793,1,45,14
9794,1,17,-1
9795,0,13,-1
9796,1,18,-1
9797,1,8,-1
9798,1,28,2
9799,0,40,2
9800,0,45,12
9801,0,23,14
9802,1,22,9
9803,0,85,12
9804,0,30,21
9805,0,16,-1
9806,0,32,1
9807,1,34,1
9808,1,5,-1
9809,0,55,12
9810,1,17,-1
9811,0,40,1
9812,1,20,14
9813,0,4,-1
9814,0,46,2
9815,0,66,21
9816,1,72,12
9817,1,37,8
9818,0,2,-1
9819,0,27,2
9820,0,66,20
9821,0,44,0
9822,1,59,14
9823,1,64,12
9824,0,27,12
9825,1,31,14
9826,0,20,14
9827,0,65,14
9828,0,58,13
9829,1,4,-1
9830,1,84,20
9831,1,67,2
9832,1,34,1
9833,0,11,-1
9834,1,37,20
9835,1,49,12
9836,0,53,9
9837,0,7,-1
9838,0,43,12
9839,1,16,-1
9840,1,9,-1
9841,0,37,5
9842,1,80,14
9843,0,44,19
9844,0,58,20
9845,1,16,-1
9846,0,17,-1
9847,0,2,-1
9848,0,4,-1
9849,0,14,-1
9850,0,49,9
9851,1,6,-1
9852,0,14,-1
9853,0,21,0
9854,0,32,12
9855,0,48,1
9856,0,59,1
9857,0,9,-1
9858,0,19,2
9859,1,33,18
9860,0,39,14
9861,1,18,-1
9862,1,8,-1
9863,0,45,14
9864,1,30,12
9865,1,6,-1
9866,0,32,5
9867,0,25,12
9868,1,52,12
9869,0,20,1
9870,0,17,-1
9871,0,58,14
9872,0,35,19
9873,0,3,-1
9874,0,24,13
9875,0,54,12
9876,1,14,-1
9877,1,25,1
9878,0,4,-1
9879,1,36,14
9880,1,18,-1
9881,1,65,20
9882,1,76,14
9883,0,36,8
9884,1,4,-1
9885,1,53,12
9886,0,26,21
9887,1,24,2
9888,0,34,2
9889,0,48,18
9890,0,35,12
9891,0,66,14
9892,0,2,-1
9893,0,98,0
9894,0,60,19
9895,1,20,1
9896,1,25,0
9897,0,36,21
9898,1,38,14
9899,0,32,0
9900,0,1,-1
9901,1,25,14
9902,1,53,2
9903,0,59,2
9904,1,17,-1
9905,1,14,-1
9906,0,56,13
9907,1,90,0
9908,1,36,1
9909,1,56,15
9910,0,2,-1
9911,0,62,14
9912,1,28,21
9913,1,5,-1
9914,0,32,2
9915,1,3,-1
9916,1,26,15
9917,0,57,2
9918,1,35,2
9919,0,31,14
9920,0,2,-1
9921,1,78,14
9922,1,46,2
9923,0,68,14
9924,0,16,-1
9925,0,28,2
9926,1,1,-1
9927,0,34,14
9928,0,33,21
9929,0,29,18
9930,1,85,12
9931,1,86,14
9932,0,21,14
9933,0,0,-1
9934,1,90,1
9935,1,7,-1
9936,1,28,1
9937,0,11,-1
9938,0,24,16
9939,1,40,12
9940,1,94,18
9941,0,68,20
9942,1,65,12
9943,1,16,-1
9944,0,44,18
9945,1,47,21
9946,1,51,20
9947,0,41,1
9948,0,69,15
9949,0,30,14
9950,1,8,-1
9951,0,27,14
9952,1,6,-1
9953,1,16,-1
9954,0,7,-1
9955,0,38,18
9956,1,37,21
9957,1,31,12
9958,1,7,-1
9959,1,16,-1
9960,1,59,1
9961,1,66,14
9962,1,7,-1
9963,0,61,2
9964,0,24,2
9965,0,6,-1
9966,1,56,1
9967,0,41,14
9968,0,47,14
9969,1,2,-1
9970,1,45,21
9971,0,54,7
9972,1,13,-1
9973,1,37,14
9974,1,42,15
9975,1,5,-1
9976,1,31,1
9977,0,56,15
9978,1,47,20
9979,0,32,2
9980,0,39,20
9981,1,61,12
9982,0,37,19
9983,1,42,12
9984,1,43,14
9985,0,52,12
9986,1,58,0
9987,1,59,1
9988,1,48,14
9989,1,60,14
9990,0,36,16
9991,1,46,21
9992,1,55,2
9993,1,42,2
9994,1,78,21
9995,1,29,1
9996,0,7,-1
9997,1,29,21
9998,0,20,2
9999,1,52,20
10000,0,36,19
